,road_name,road_length,highway,crossing,service,traffic_signals,tertiary,residential,motorway_junction,motorway,min_lat,min_lon,max_lat,max_lon,num_events_accidentsAndIncidents
88835,Sleepy View Lane,0.199829754263,{'residential': 1},0,0,0,0,1,0,0,38.7375614,-77.2185522,38.7400151,-77.2165845,0.0
83205,n/a,0.055016683348,{'service': 1},0,1,0,0,0,0,0,38.737562,-77.5809586,38.7377535,-77.579967,0.0
38293,n/a,0.0691660053734,{'service': 1},0,1,0,0,0,0,0,38.737564,-77.455267,38.73805,-77.454144,0.0
31526,Oak Hollow Lane,0.436880323968,{'residential': 1},0,0,0,0,1,0,0,38.737568,-77.280237,38.743488,-77.277373,0.0
92372,Hastings Drive,0.177161299641,{'tertiary': 1},0,0,0,1,0,0,0,38.737568,-77.458979,38.738231,-77.4558012,0.0
83202,n/a,0.00889864780331,{'service': 1},0,1,0,0,0,0,0,38.7375738,-77.579967,38.7376993,-77.5799294,0.0
29101,Steeple Chase Court,0.168215221205,{'residential': 1},0,0,0,0,1,0,0,38.7375775,-77.2506,38.739522,-77.2487182,0.0
35290,n/a,0.02665916065,{'residential': 1},0,0,0,0,1,0,0,38.737582,-77.558652,38.737631,-77.558161,0.0
39110,Antonia Avenue,0.175489204785,{'residential': 1},0,0,0,0,1,0,0,38.737586,-77.464935,38.738886,-77.462135,0.0
29173,Parkers Lane,0.454267755076,"{'traffic_signals': 1, 'secondary': 1}",0,0,1,0,0,0,0,38.737593,-77.076881,38.743243,-77.072559,0.0
37825,Naughton Court,0.238371921707,{'residential': 1},0,0,0,0,1,0,0,38.737596,-77.572168,38.740244,-77.569328,0.0
103524,n/a,0.00536590884194,{'service': 1},0,1,0,0,0,0,0,38.7376108,-77.0596589,38.7376699,-77.0595942,0.0
35467,n/a,0.142414706995,{'service': 1},0,1,0,0,0,0,0,38.737611,-77.451245,38.739618,-77.450635,0.0
28199,Carlyle Place,0.0945441244267,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7376139,-77.063053,38.738826,-77.0622363,0.0
38427,n/a,0.0938105515339,{'residential': 1},0,0,0,0,1,0,0,38.737614,-77.467536,38.738063,-77.465892,0.0
102964,n/a,0.0191965083048,{'service': 1},0,1,0,0,0,0,0,38.737619,-77.0988093,38.7377588,-77.0985012,0.0
88799,Edinburgh Court,0.113600979959,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7376264,-77.2168135,38.7388174,-77.2153582,0.0
36737,n/a,0.0731521100558,{'service': 1},0,1,0,0,0,0,0,38.737631,-77.527412,38.737715,-77.526058,0.0
88836,Tributary Court,0.0511856590624,{'residential': 1},0,0,0,0,1,0,0,38.7376323,-77.2162806,38.7380201,-77.2154706,0.0
37710,Heykens Lane,0.0823287485884,{'residential': 1},0,0,0,0,1,0,0,38.737647,-77.566086,38.738045,-77.564645,0.0
35139,n/a,0.0489899585533,{'service': 1},0,1,0,0,0,0,0,38.737647,-77.529955,38.73831,-77.529631,0.0
11093,Hedge Neck Road,0.0467927118379,{'residential': 1},0,0,0,0,1,0,0,38.737648,-77.02355,38.737792,-77.022701,0.0
95854,n/a,0.045268751046,{'service': 1},0,1,0,0,0,0,0,38.7376505,-77.534647,38.7381658,-77.5341273,0.0
102941,Seven Woods Drive,0.0467462057457,{'tertiary': 1},0,0,0,1,0,0,0,38.7376542,-77.0985049,38.7382968,-77.0982316,0.0
39140,Flowerden Lane,0.31728015787,{'residential': 1},0,0,0,0,1,0,0,38.737658,-77.489211,38.739746,-77.483963,0.0
98327,n/a,0.0198995762256,{'footway': 1},0,0,0,0,0,0,0,38.7376659,-77.5803527,38.7377328,-77.5799933,0.0
88801,Edinburgh Drive,0.428896170531,"{'residential': 1, 'traffic_signals': 1}",0,0,1,0,1,0,0,38.7376664,-77.2162703,38.7423755,-77.2110766,0.0
103525,n/a,0.00786290776935,{'service': 1},0,1,0,0,0,0,0,38.7376699,-77.0595942,38.737771,-77.059527,0.0
92339,Hastings Drive,0.172462217878,{'tertiary': 1},0,0,0,1,0,0,0,38.737682,-77.458978,38.738326,-77.455884,0.0
100651,n/a,0.0862421184314,{'path': 1},0,0,0,0,0,0,0,38.7376822,-77.0857125,38.7387973,-77.084991,0.0
38857,Forest Hill Circle,0.162063312515,{'residential': 1},0,0,0,0,1,0,0,38.737691,-77.460439,38.739743,-77.458978,0.0
27584,Bent Arrow Court,0.0532163325147,{'residential': 1},0,0,0,0,1,0,0,38.7376913,-77.2433109,38.7378386,-77.242341,0.0
38428,n/a,0.166041180452,{'unclassified': 1},0,0,0,0,0,0,0,38.7376919,-77.520594,38.738551,-77.5177144,0.0
123619,n/a,0.0561637752429,{'service': 1},0,1,0,0,0,0,0,38.737695,-77.2065595,38.7385063,-77.206484,0.0
83204,n/a,0.105732065465,{'service': 1},0,1,0,0,0,0,0,38.7376993,-77.5799294,38.7390799,-77.57908,0.0
38680,Wimbledon Court,0.0764701802931,{'residential': 1},0,0,0,0,1,0,0,38.7377,-77.457995,38.738691,-77.457361,0.0
25082,Rolling Hills Avenue,0.190875824674,{'residential': 1},0,0,0,0,1,0,0,38.7377005,-77.0946323,38.739353,-77.091791,0.0
37827,Cessford Drive,0.0885577433833,{'residential': 1},0,0,0,0,1,0,0,38.737705,-77.570911,38.738877,-77.570243,0.0
123613,n/a,0.0412644976043,{'service': 1},0,1,0,0,0,0,0,38.7377054,-77.2063146,38.7383014,-77.2062578,0.0
23759,Seven Woods Drive,0.0455415025021,{'tertiary': 1},0,0,0,1,0,0,0,38.7377103,-77.0985049,38.7382968,-77.098118,0.0
116211,n/a,0.0330638752249,{'service': 1},0,1,0,0,0,0,0,38.7377104,-77.5345896,38.7380824,-77.534203,0.0
123612,n/a,0.0406868099087,{'service': 1},0,1,0,0,0,0,0,38.737718,-77.2060271,38.7383063,-77.2059836,0.0
31154,Jamestown Road,0.278626374629,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737724,-77.065314,38.739397,-77.060606,0.0
35293,n/a,0.64224923262,{'track': 1},0,0,0,0,0,0,0,38.737725,-77.617257,38.746792,-77.614594,0.0
22640,Cedarlake Court,0.109686928973,{'residential': 1},0,0,0,0,1,0,0,38.737725,-77.108485,38.738134,-77.106517,0.0
98325,n/a,0.102189368016,{'footway': 1},0,0,0,0,0,0,0,38.7377328,-77.5799933,38.739122,-77.5793388,0.0
95861,n/a,0.0657407178267,{'footway': 1},0,0,0,0,0,0,0,38.7377363,-77.5342211,38.7382907,-77.5332287,0.0
35077,n/a,0.149155585394,{'residential': 1},0,0,0,0,1,0,0,38.7377536,-77.551618,38.739357,-77.549762,0.0
25427,Jackies Lane,0.0219076941718,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737757,-77.086207,38.73792,-77.085858,0.0
116217,n/a,0.0370807579776,{'service': 1},0,1,0,0,0,0,0,38.7377656,-77.5340177,38.7381699,-77.5335645,0.0
116212,n/a,0.0320304728316,{'service': 1},0,1,0,0,0,0,0,38.7377678,-77.5337533,38.7381699,-77.5334567,0.0
116216,n/a,0.0264203469212,{'service': 1},0,1,0,0,0,0,0,38.7377678,-77.5339348,38.7381233,-77.5337533,0.0
103533,n/a,0.0309843003941,{'service': 1},0,1,0,0,0,0,0,38.737771,-77.059527,38.738146,-77.059211,0.0
98334,n/a,0.0672324116974,{'service': 1},0,1,0,0,0,0,0,38.7377729,-77.4746706,38.7381525,-77.473521,0.0
88800,Edinburgh Drive,0.410238909657,"{'residential': 1, 'traffic_signals': 1}",0,0,1,0,1,0,0,38.7377829,-77.2161157,38.7422829,-77.2111416,0.0
18934,Wingfield Place,0.0691352151909,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73779,-77.061407,38.738726,-77.060951,0.0
98321,n/a,0.0827014204041,{'footway': 1},0,0,0,0,0,0,0,38.7377914,-77.5820908,38.7382642,-77.5806799,0.0
35033,n/a,0.315442378011,{'residential': 1},0,0,0,0,1,0,0,38.737792,-77.409614,38.741921,-77.407107,0.0
96348,n/a,0.0578303650577,{'service': 1},0,1,0,0,0,0,0,38.7377965,-77.4778378,38.7384032,-77.4770975,0.0
92406,n/a,0.0600470837824,{'service': 1},0,1,0,0,0,0,0,38.737798,-77.500427,38.738464,-77.49971,0.0
27583,Bent Arrow Court,0.0270049394102,{'residential': 1},0,0,0,0,1,0,0,38.7377984,-77.2426929,38.7381867,-77.2426328,0.0
20986,Crosstimber Court,0.0446582396492,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737799,-77.274703,38.737878,-77.27388,0.0
100996,n/a,0.0488406468982,{'service': 1},0,1,0,0,0,0,0,38.7378012,-77.52843,38.738503,-77.5283164,0.0
123611,n/a,0.040963201172,{'service': 1},0,1,0,0,0,0,0,38.737803,-77.2044893,38.7383943,-77.2044272,0.0
95860,n/a,0.0868940043535,{'footway': 1},0,0,0,0,0,0,0,38.7378053,-77.5334165,38.7390125,-77.5329605,0.0
38818,Carolina Drive,0.0439858326296,{'unclassified': 1},0,0,0,0,0,0,0,38.737807,-77.521343,38.738061,-77.520594,0.0
36991,Hopper Lane,0.0597547784449,{'residential': 1},0,0,0,0,1,0,0,38.737807,-77.559913,38.7381,-77.558869,0.0
88824,Rhodell Lane,0.0488457034169,{'residential': 1},0,0,0,0,1,0,0,38.7378138,-77.2183682,38.7383313,-77.2177498,0.0
123609,n/a,0.0408264570547,{'service': 1},0,1,0,0,0,0,0,38.7378183,-77.2042443,38.7384076,-77.204182,0.0
34952,Shrewsbury Lane,0.0886702307054,{'residential': 1},0,0,0,0,1,0,0,38.73782,-77.654585,38.738654,-77.653333,0.0
30441,Van Court,0.0450171013047,{'residential': 1},0,0,0,0,1,0,0,38.73782,-77.119711,38.737874,-77.118878,0.0
33370,Oaklake Court,0.0635163958885,{'residential': 1},0,0,0,0,1,0,0,38.737823,-77.10942,38.738711,-77.109112,0.0
123608,n/a,0.110740749347,{'service': 1},0,1,0,0,0,0,0,38.7378302,-77.2036993,38.7387366,-77.2020029,0.0
34950,Grigsby Road,0.0783367323556,{'residential': 1},0,0,0,0,1,0,0,38.737835,-77.654753,38.738454,-77.653534,0.0
91632,Rosa Moss Drive,0.170621709398,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7378351,-77.5852544,38.7400051,-77.5837387,0.0
35292,n/a,0.181652533804,{'residential': 1},0,0,0,0,1,0,0,38.737845,-77.611679,38.740361,-77.610693,0.0
28793,Hinson Farm Road,0.29355495089,{'tertiary': 1},0,0,0,1,0,0,0,38.73785,-77.079292,38.7392734,-77.0741558,0.0
35639,n/a,0.044646147419,{'service': 1},0,1,0,0,0,0,0,38.73785,-77.441569,38.738412,-77.441159,0.0
39099,Branchview Court,0.0546857414657,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737854,-77.490788,38.738427,-77.490087,0.0
89264,Gregorys Grove Ct,0.0927365886983,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7378625,-77.4707837,38.7389403,-77.4697562,0.0
127673,n/a,0.0826851257839,{'footway': 1},0,0,0,0,0,0,0,38.7378818,-77.5741066,38.7389788,-77.5734908,0.0
98324,n/a,0.0306390791803,{'footway': 1},0,0,0,0,0,0,0,38.7378834,-77.5802508,38.7380048,-77.5797036,0.0
15171,n/a,0.0376840339124,{'service': 1},0,1,0,0,0,0,0,38.737884,-77.27749,38.7384,-77.277262,0.0
100569,n/a,0.0886752610318,{'service': 1},0,1,0,0,0,0,0,38.737897,-77.077835,38.7387838,-77.076644,0.0
17988,n/a,0.0665329734362,{'service': 1},0,1,0,0,0,0,0,38.737904,-77.074583,38.738391,-77.073517,0.0
36678,n/a,0.0519777534838,{'residential': 1},0,0,0,0,1,0,0,38.737906,-77.436162,38.738369,-77.435401,0.0
123632,n/a,0.15695777934,{'service': 1},0,1,0,0,0,0,0,38.7379121,-77.2017214,38.7391637,-77.1992885,0.0
102957,n/a,0.0137626457533,{'service': 1},0,1,0,0,0,0,0,38.7379144,-77.0978058,38.7380861,-77.097676,0.0
31317,Brosar Court,0.0153893690786,{'residential': 1},0,0,0,0,1,0,0,38.73792,-77.086451,38.738036,-77.086207,0.0
35291,n/a,0.0793877317527,{'residential': 1},0,0,0,0,1,0,0,38.737921,-77.61665,38.739064,-77.61649,0.0
38098,Guy Drive,0.361583678121,{'residential': 1},0,0,0,0,1,0,0,38.737931,-77.444411,38.741725,-77.439783,0.0
67486,Sky Blue Drive,0.14233829055,"{'unclassified': 1, 'turning_circle': 1}",0,0,0,0,0,0,0,38.7379311,-77.1698868,38.7399719,-77.169513,0.0
30859,Loving Forest Court,0.0229643453124,{'residential': 1},0,0,0,0,1,0,0,38.7379323,-77.2413282,38.7381465,-77.241002,0.0
96349,n/a,0.0523154491567,{'service': 1},0,1,0,0,0,0,0,38.7379334,-77.478081,38.7380181,-77.4771157,0.0
123604,n/a,0.083041975037,{'service': 1},0,1,0,0,0,0,0,38.7379356,-77.2101382,38.7391337,-77.2100032,0.0
102959,n/a,0.0510429671783,{'service': 1},0,1,0,0,0,0,0,38.73794,-77.0981187,38.738321,-77.0973065,0.0
96460,n/a,0.212046445861,{'service': 1},0,1,0,0,0,0,0,38.7379413,-77.1593836,38.7410116,-77.1592924,0.0
96459,n/a,0.0382045240665,{'service': 1},0,1,0,0,0,0,0,38.7379413,-77.1596169,38.7383467,-77.1591341,0.0
88789,Barcarole Court,0.0480038619189,{'residential': 1},0,0,0,0,1,0,0,38.7379456,-77.2127302,38.7385277,-77.2122428,0.0
88840,n/a,0.04588106593,{'service': 1},0,1,0,0,0,0,0,38.7379525,-77.2139796,38.7384968,-77.2134909,0.0
86733,n/a,0.124450131505,{'cycleway': 1},0,0,0,0,0,0,0,38.7379592,-77.1892747,38.7389818,-77.1873718,0.0
22020,Imperial Street,0.236413905006,{'residential': 1},0,0,0,0,1,0,0,38.737961,-77.114377,38.741293,-77.113366,0.0
28155,Evenstar Lane,0.26625044777,{'residential': 1},0,0,0,0,1,0,0,38.737973,-77.291261,38.7407486,-77.287829,0.0
37836,Lord Lovat Way,0.0746226906973,{'residential': 1},0,0,0,0,1,0,0,38.737989,-77.565702,38.738855,-77.564873,0.0
35091,n/a,0.0477923439029,{'service': 1},0,1,0,0,0,0,0,38.737994,-77.442056,38.738596,-77.441618,0.0
48540,Canmore Way,0.0875066114347,{'residential': 1},0,0,0,0,1,0,0,38.7380006,-77.5860215,38.7383689,-77.5844668,0.0
38388,n/a,0.0281204951737,{'residential': 1},0,0,0,0,1,0,0,38.738002,-77.46029,38.738287,-77.459917,0.0
98326,n/a,0.13965951158,{'footway': 1},0,0,0,0,0,0,0,38.738017,-77.5814309,38.7392935,-77.5794193,0.0
83752,Hazel Circle Drive,0.10918613493,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7380351,-77.5476317,38.7386411,-77.5457591,0.0
32605,Napper Road,0.15664839135,{'residential': 1},0,0,0,0,1,0,0,38.738036,-77.0881114,38.7398988,-77.086451,0.0
46978,Loisdale Road,1.44827830075,"{'traffic_signals': 3, 'secondary': 1}",0,0,3,0,0,0,0,38.7380413,-77.1895226,38.7583588,-77.1828375,44.0
46968,Fairfax County Parkway,0.129844989006,"{'motorway': 1, 'traffic_signals': 1}",0,0,1,0,0,0,1,38.7380413,-77.1897002,38.739912,-77.1894534,4.0
46973,n/a,0.109849360803,{'motorway_link': 1},0,0,0,0,0,0,0,38.7380416,-77.1906765,38.7393148,-77.1894534,5.0
37275,Corncrib Court,0.044249025278,{'residential': 1},0,0,0,0,1,0,0,38.738045,-77.564645,38.738244,-77.563864,0.0
116208,n/a,0.167136956871,{'service': 1},0,1,0,0,0,0,0,38.7380451,-77.533501,38.739524,-77.5310441,0.0
29071,Newington Forest Avenue,0.953096668019,"{'turning_circle': 2, 'residential': 1, 'traffic_signals': 1}",0,0,1,0,1,0,0,38.738055,-77.251431,38.748452,-77.239789,0.0
100997,n/a,0.0424403698517,{'service': 1},0,1,0,0,0,0,0,38.7380565,-77.5293558,38.7385479,-77.5288824,0.0
100978,n/a,0.0149942208319,{'service': 1},0,1,0,0,0,0,0,38.738061,-77.5207075,38.7382593,-77.520594,0.0
55330,Fairfax County Parkway,0.134195741662,"{'motorway': 1, 'traffic_signals': 1}",0,0,1,0,0,0,1,38.7380626,-77.1896251,38.7399915,-77.1893193,33.0
38396,n/a,0.0239472384161,{'residential': 1},0,0,0,0,1,0,0,38.738063,-77.458592,38.738319,-77.458292,0.0
38585,Holland Court,0.0311833766929,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738068,-77.4960855,38.7384467,-77.49577,0.0
95843,n/a,0.18281224176,{'service': 1},0,1,0,0,0,0,0,38.7380819,-77.5361456,38.7387625,-77.5328652,0.0
100977,n/a,0.118167439601,{'service': 1},0,1,0,0,0,0,0,38.7380931,-77.5217316,38.7394865,-77.5204576,0.0
88798,Dulciana Court,0.0468419954361,{'residential': 1},0,0,0,0,1,0,0,38.7380934,-77.2123243,38.738614,-77.2117666,0.0
39062,Pompom Court,0.0291084208627,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7380942,-77.485445,38.738504,-77.4853181,0.0
95903,n/a,0.0740173578073,{'service': 1},0,1,0,0,0,0,0,38.7380967,-77.5331035,38.7391236,-77.532709,0.0
37630,Hayfield Court,0.056809837942,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7381,-77.558869,38.738324,-77.557854,0.0
100570,n/a,0.0782355420769,{'service': 1},0,1,0,0,0,0,0,38.7381015,-77.0777718,38.738712,-77.076548,0.0
27465,Shadowglen Trail,0.233114266751,{'residential': 1},0,0,0,0,1,0,0,38.738102,-77.316503,38.739154,-77.31239,0.0
38289,n/a,0.0306663142762,{'residential': 1},0,0,0,0,1,0,0,38.738107,-77.459917,38.73836,-77.459449,0.0
27326,Hammond Street,0.28209030942,{'residential': 1},0,0,0,0,1,0,0,38.738116,-77.113634,38.74206,-77.112267,0.0
27022,Chippenham Court,0.00954382123459,{'residential': 1},0,0,0,0,1,0,0,38.738119,-77.271602,38.738186,-77.271447,0.0
35138,n/a,0.0733684164983,{'residential': 1},0,0,0,0,1,0,0,38.738119,-77.551199,38.738621,-77.5499983,0.0
18200,n/a,0.0290940559142,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738123,-77.266404,38.738417,-77.266017,0.0
60646,Richmond Highway,0.124883005015,"{'primary': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7381268,-77.0909948,38.7392148,-77.0891424,0.0
65829,Richmond Highway,0.145300329691,"{'primary': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7381268,-77.0909948,38.7392851,-77.0887423,44.0
95862,n/a,0.0978523449047,{'footway': 1},0,0,0,0,0,0,0,38.7381443,-77.5347495,38.7391485,-77.5334674,0.0
95900,n/a,0.0736003910399,{'service': 1},0,1,0,0,0,0,0,38.7381505,-77.5329017,38.739171,-77.5325068,0.0
38941,Cloverhill Court,0.232334913546,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738157,-77.48296,38.738794,-77.478724,0.0
100984,n/a,0.0275358188499,{'service': 1},0,1,0,0,0,0,0,38.7381636,-77.5211619,38.7385404,-77.5209944,0.0
88841,n/a,0.0419891327854,"{'turning_circle': 1, 'service': 1}",0,1,0,0,0,0,0,38.7381663,-77.2142052,38.7386224,-77.2136895,0.0
123605,n/a,0.0361473446643,"{'turning_circle': 1, 'service': 1}",0,1,0,0,0,0,0,38.7381684,-77.2093359,38.738572,-77.2089084,0.0
95855,n/a,0.0111732408615,{'service': 1},0,1,0,0,0,0,0,38.7381699,-77.5336298,38.7383235,-77.5335645,0.0
103510,n/a,0.0173679090458,{'footway': 1},0,0,0,0,0,0,0,38.73817,-77.0595194,38.7382744,-77.059226,0.0
95851,n/a,0.0582384315134,{'service': 1},0,1,0,0,0,0,0,38.7381735,-77.5351423,38.7389823,-77.5348354,0.0
16468,n/a,0.0640583852673,{'residential': 1},0,0,0,0,1,0,0,38.738182,-77.236508,38.738998,-77.235942,0.0
27449,Fordson Road,0.387016426571,"{'turning_circle': 1, 'residential': 1, 'traffic_signals': 1}",0,0,1,0,1,0,0,38.7381853,-77.0836156,38.7434344,-77.0810948,0.0
35649,n/a,0.0524326451393,{'service': 1},0,1,0,0,0,0,0,38.738192,-77.406259,38.7389467,-77.4061509,0.0
16577,n/a,0.130442134561,{'residential': 1},0,0,0,0,1,0,0,38.738204,-77.046877,38.739051,-77.044712,0.0
116221,n/a,0.0731671177757,{'service': 1},0,1,0,0,0,0,0,38.7382067,-77.5326734,38.7392246,-77.5322956,0.0
100985,n/a,0.0268426060004,{'service': 1},0,1,0,0,0,0,0,38.7382192,-77.5209936,38.7385858,-77.5208277,0.0
38683,Wimbledon Court,0.0228817069738,{'residential': 1},0,0,0,0,1,0,0,38.73822,-77.457607,38.738396,-77.457247,0.0
20099,Magic Leaf Road,0.349329255926,{'residential': 1},0,0,0,0,1,0,0,38.738226,-77.233785,38.741303,-77.228636,0.0
88806,Kenova Lane,0.0748457285377,{'residential': 1},0,0,0,0,1,0,0,38.7382262,-77.2179806,38.7390301,-77.2170483,0.0
96255,n/a,0.0603311651142,{'service': 1},0,1,0,0,0,0,0,38.7382285,-77.474701,38.738499,-77.4736358,0.0
38615,Lake Jackson Drive,0.260894373357,{'tertiary': 1},0,0,0,1,0,0,0,38.738231,-77.4581313,38.7415438,-77.4558012,0.0
92360,Hastings Drive,0.213373921895,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.738231,-77.4558012,38.738596,-77.451867,0.0
95847,n/a,0.167213132115,"{'unclassified': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7382363,-77.5311681,38.7405763,-77.530368,0.0
62403,Wakemen Drive,0.123769392893,"{'turning_circle': 1, 'service': 1}",0,1,0,0,0,0,0,38.7382375,-77.5208894,38.739907,-77.5200525,0.0
38395,n/a,0.0261786929815,{'residential': 1},0,0,0,0,1,0,0,38.738241,-77.457247,38.7385,-77.456892,0.0
33890,Winding Way Court,0.353050490059,{'residential': 1},0,0,0,0,1,0,0,38.738248,-77.243842,38.742702,-77.240622,0.0
35289,n/a,0.0624687822357,{'residential': 1},0,0,0,0,1,0,0,38.738257,-77.645535,38.738775,-77.644584,0.0
36730,n/a,0.0436896190443,{'service': 1},0,1,0,0,0,0,0,38.738259,-77.440762,38.738836,-77.440429,0.0
95848,Hornbaker Road,0.288783889135,"{'unclassified': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7382612,-77.5315911,38.7423158,-77.530275,0.0
60989,Nokesville Road,0.925278811543,"{'primary': 1, 'traffic_signals': 2}",0,0,2,0,0,0,0,38.7382612,-77.530275,38.743607,-77.51452,0.0
39094,Nokesville Road,0.645603424026,"{'primary': 1, 'traffic_signals': 2}",0,0,2,0,0,0,0,38.7382612,-77.530275,38.7418723,-77.5192172,0.0
31901,Bressingham Drive,0.279780158965,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738262,-77.267546,38.742154,-77.2661,0.0
95901,n/a,0.0727084088508,{'service': 1},0,1,0,0,0,0,0,38.7382642,-77.5324707,38.7392721,-77.5320796,0.0
64530,n/a,0.0357710634752,{'service': 1},0,1,0,0,0,0,0,38.7382703,-77.1971438,38.7385968,-77.1966281,0.0
100567,n/a,0.165642866017,{'service': 1},0,1,0,0,0,0,0,38.7382744,-77.0789964,38.7392836,-77.0762061,0.0
103513,n/a,0.00993882413775,{'footway': 1},0,0,0,0,0,0,0,38.7382744,-77.0596826,38.7383416,-77.0595194,0.0
67485,Sky Blue Court,0.0497308738837,{'unclassified': 1},0,0,0,0,0,0,0,38.7382747,-77.170377,38.7387467,-77.1696795,0.0
39033,Hastings Drive,0.0371428769167,"{'traffic_signals': 2, 'tertiary': 1}",0,0,2,1,0,0,0,38.738283,-77.451867,38.738363,-77.451185,0.0
100986,n/a,0.0260078201674,{'service': 1},0,1,0,0,0,0,0,38.7382859,-77.5207907,38.7386405,-77.5206278,0.0
24558,El Cerrito Place,0.043696407935,{'residential': 1},0,0,0,0,1,0,0,38.7382968,-77.0985049,38.7384427,-77.0977154,0.0
102932,Seven Woods Drive,0.245914651605,{'tertiary': 1},0,0,0,1,0,0,0,38.7382968,-77.0991041,38.7417521,-77.0979966,0.0
66401,Hampton Road,0.429970712739,{'tertiary': 1},0,0,0,1,0,0,0,38.738297,-77.3316794,38.7423014,-77.325565,0.0
23434,Bowles Road,0.0612961438361,{'residential': 1},0,0,0,0,1,0,0,38.738297,-77.325565,38.739043,-77.324948,0.0
41030,Steeple Chase Court,0.024979450914,{'residential': 1},0,0,0,0,1,0,0,38.7383005,-77.2500829,38.7383139,-77.2496194,0.0
100571,n/a,0.0584964943149,{'service': 1},0,1,0,0,0,0,0,38.7383044,-77.0777224,38.7385589,-77.0766864,0.0
95864,n/a,0.035010868601,{'footway': 1},0,0,0,0,0,0,0,38.7383059,-77.534028,38.7386673,-77.533572,0.0
38681,Wimbledon Court,0.0282401469988,{'residential': 1},0,0,0,0,1,0,0,38.738308,-77.458313,38.738514,-77.45786,0.0
33826,Treasure Tree Court,0.139685067189,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738309,-77.251452,38.740044,-77.250118,0.0
123614,n/a,0.0144758024761,{'service': 1},0,1,0,0,0,0,0,38.7383097,-77.2077502,38.7385191,-77.2077369,0.0
39054,Sandy Court,0.133781381509,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.738311,-77.4965643,38.739492,-77.494595,0.0
123629,n/a,0.148552973402,{'service': 1},0,1,0,0,0,0,0,38.7383125,-77.2017057,38.739125,-77.1991516,0.0
123616,n/a,0.0143509612401,{'service': 1},0,1,0,0,0,0,0,38.7383156,-77.205854,38.738523,-77.2058365,0.0
116220,n/a,0.0722690026047,{'service': 1},0,1,0,0,0,0,0,38.7383204,-77.53225,38.7393239,-77.5318685,0.0
92353,Hastings Drive,0.217932904363,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.738326,-77.455884,38.738707,-77.451867,0.0
116214,n/a,0.043698391091,{'service': 1},0,1,0,0,0,0,0,38.7383316,-77.5353392,38.7389392,-77.5351121,0.0
34092,Lafayette Drive,0.089790424013,{'residential': 1},0,0,0,0,1,0,0,38.738332,-77.05918,38.7395386,-77.0585581,0.0
28030,Dunbar Street,0.103265406666,{'residential': 1},0,0,0,0,1,0,0,38.7383386,-77.083288,38.738858,-77.0814899,0.0
103516,n/a,0.027867528508,{'footway': 1},0,0,0,0,0,0,0,38.7383416,-77.060102,38.738578,-77.0596826,0.0
96458,n/a,0.186172895129,{'service': 1},0,1,0,0,0,0,0,38.7383467,-77.1595962,38.7410126,-77.1590778,0.0
36547,n/a,0.0330479372918,{'service': 1},0,1,0,0,0,0,0,38.738348,-77.403774,38.738783,-77.403518,0.0
36021,n/a,0.157870917263,{'residential': 1},0,0,0,0,1,0,0,38.738349,-77.435748,38.74037,-77.434377,0.0
88838,n/a,0.121531128938,{'service': 1},0,1,0,0,0,0,0,38.7383545,-77.217195,38.7398719,-77.2160514,0.0
34951,Foster Lane,0.06362691143,{'residential': 1},0,0,0,0,1,0,0,38.738355,-77.654505,38.738749,-77.653437,0.0
37263,Crawford Lane,0.312310686482,{'residential': 1},0,0,0,0,1,0,0,38.738362,-77.628849,38.742526,-77.626584,0.0
30587,Flaming Oak Way,0.0883716692963,{'residential': 1},0,0,0,0,1,0,0,38.738366,-77.27788,38.738643,-77.276278,0.0
